,topic_name,section,subsection,text
41,Burning Man 2023,Rainfall and exodus,,"On September 1, heavy rainfall hit Nevada. The National Weather Service issued a flash flood warning through September 4. Burning Man advised attendees that they should shelter in place and closed the front entrance. Between .5 inches (13 mm) and 1 inch (25 mm) of rain fell on September 1. Despite organizers stating that the gate and airport in Black Rock City were closed, authorities said participants were free to leave. The Bureau of Land Management urged attendees heading to the event to turn around. Organizers suggested that participants should walk to Gerlach, though reserved that hotel rooms in Gerlach are booked and discouraged attendees from walking in the dark, and provided buses to Reno there. Heather Richards, a National Weather Service meteorologist in Reno, told the Los Angeles Times that playa mud is ""so thick that you'll sink right into it and be stuck there for a while"". Festival officials released a ""Wet Playa Survival Guide"" to help attendees deal with the conditions.The Nevada Department of Transportation closed travel lanes on Route 447. According to Pershing County sheriff Jerry Allen, some vehicles have caused damage to the playa. Allen urged attendees to avoid driving out of the festival. The Burning Man Organization pledged to open up internet access and deploy mobile cell trailers. The burning of the Man was delayed and one person died. Disc jockey Diplo and comedian Chris Rock attended the festival and walked six miles (10 km) through mud before catching a ride in a pickup truck. Former acting solicitor general Neal Katyal took a six-mile (10 km) hike, describing the journey as ""harrowing"". Some attendees remained defiant to the pluvial weather conditions.The roads were re-opened on September 4. On that same night, the effigy was burned, two days behind its original schedule. The five-mile-long dirt road leading to the nearest highway took over five hours to exit due to the amount of traffic, which had formed into ten lanes. Many vehicles were marooned."
42,Burning Man 2023,Reactions,Misinformation,"On Twitter, users shared altered headlines from Forbes and fictitious tweets from Burning Man and the Centers for Disease Control and Prevention claiming that there was an Ebola outbreak.


"
43,Eagle Bluff Fire,Summary,,"The Eagle Bluff Fire is an active wildfire burning in the United States and Canada near Oroville, Washington, United States and Osoyoos, British Columbia, Canada. The fire began near Oroville, Washington, at about 2:00 pm PT on July 29, 2023. As of August 1, 2023 the fire has burned 16,428 acres (6,648 ha) and is 62% contained. The cause of the fire is still unknown and under an active investigation."
44,Eagle Bluff Fire,History,July,"The fire began near Oroville, Washington at around 2:00 pm PT on July 29, 2023."
45,Eagle Bluff Fire,History,August,"On August 1, 2023, the fire had burned 16,428 acres (6,648 ha) and was 62% contained."
46,Eagle Bluff Fire,Cause,,The cause of the fire is currently unknown and under investigation.
47,Eagle Bluff Fire,Impact,Closures and evacuations,"On July 29, 2023, Level 3 evacuations were issued for anyone living on both the East and West sides of State Route 97 from Shirley Road near the US-Canada border to Oroville. The next day at 6:00 pm PT, all Level 3 evacuations were lowered to Level 2. Residents were allowed to return to their homes but were told to be prepared to evacuate if necessary. An evacuation center has been set up by the Red Cross at Oroville High School in Oroville, Washington. Roads bordering U.S. Highway 97 that link Oroville and Osoyoos, British Columbia, were closed. On July 30, those roads were reopened. Routes through the area affected by the fire between the communities of Oroville, Nighthawk, and Loomis are still closed."
48,Eagle Bluff Fire,Impact,Political,"On July 30, 2023, at 8:55 am PT, the state of Washington's request to the Federal Emergency Management Agency (FEMA) for a Fire Management Assistance Grant (FMAG) was granted. The grant will help with various firefighting costs associated with the fire. Additional funds are also being made available to Washington through the Hazard Mitigation Grant Program (HMGP) for wildfire mitigation and related hazards, such as floods after the fire and erosion.


"
49,Federal prosecution of Donald Trump (election obstruction case),Summary,,"United States of America v. Donald J. Trump is a pending federal criminal case against Donald Trump, the president of the United States from 2017 to 2021, regarding his alleged participation in attempts to overturn the 2020 U.S. presidential election including his involvement in the January 6 Capitol attack.
Trump questioned the results of the 2020 presidential election, claiming that election fraud had occurred through mail-in ballots, voting machine irregularities, ""dead voters"", and other irregularities. He also directly attempted to overturn the results of the election through a plot in which pro-Trump slates of fake electors would be created. Trump pressured then-vice president Mike Pence to count the fake electors instead of the electors certified by state legislators. The Department of Justice opened an investigation in January 2022 into the plot, expanding it to encompass January 6. In November 2022, attorney general Merrick Garland appointed Jack Smith to lead a special counsel investigation encompassing the investigations into attempts to overturn the election and Trump's handling of government documents.
On August 1, 2023, a grand jury indicted Trump in the District of Columbia U.S. District Court on four charges for his conduct following the 2020 presidential election through the January 6 Capitol attack: conspiracy to defraud the United States under Title 18 of the United States Code, obstructing an official proceeding and conspiracy to obstruct an official proceeding under the Sarbanes–Oxley Act of 2002, and conspiracy against rights under the Enforcement Act of 1870. The indictment mentioned six unnamed co-conspirators. It is Trump's third indictment and the first indictment against a U.S. president concerning actions while in office. Trump appeared at an arraignment on August 3, where he pleaded not guilty. The charge with the longest sentence carries a maximum of 20 years in prison.As of August 2023, the trial is scheduled for March 4, 2024."
50,Federal prosecution of Donald Trump (election obstruction case),Background,Accusations of electoral fraud and attempts to overturn the election,"Throughout his 2016 presidential campaign, Trump repeatedly sowed doubt on the election certification process. Campaigning in Colorado, Trump claimed without evidence that the Democratic Party ""[rigged] the election at polling booths"". In October 2016, Trump claimed through a series of tweets that widespread voter fraud would occur in the 2016 presidential election. These statements were echoed by Rudy Giuliani, Trump's legal advisor. Trump continued expressing these sentiments into the 2020 presidential election; for months, he prepared arguments in the event of his loss, primarily relating to mail-in ballots. As early as August 2020, he enlisted conservative activist and lawyer Cleta Mitchell to help overturn the election. The Department of Homeland Security warned that Russia was amplifying claims of fraud occurring in mail-in voting to intentionally sow distrust in the voting process as a whole. Two days before Election Day, Trump told reporters that he would be ""going in with [his] lawyers"" as soon as the election was over.Bolstered by pro-Trump pundits and perceived strong turnouts at rallies, the Trump campaign was confident that they were going to win the election. On Election Day, preliminary surveys at polling places showed Trump in the lead as his supporters were more likely to turn out in person amid the COVID-19 pandemic, but his lead diminished as mail-in ballots were counted. Following Trump's final campaign event in Grand Rapids, Michigan, Trump's son Eric wagered that he would win at least 322 electoral votes. At the behest of Giuliani, Trump declared in a 2 a.m. election night speech in the East Room that he had won the election and that the counts being reported were fraudulent. As ballots were being counted, campaign data expert Matt Oczkowski bluntly informed Trump that he was going to lose the election. White House Counsel Pat Cipollone told him that invalidating the results of the election would be a ""murder-suicide pact"". Under then-attorney general William Barr, the Department of Justice failed to find widespread voter fraud in the election. Former speaker of the House Newt Gingrich predicted that Trump voters would erupt in ""rage"", a sentiment shared by House Republican leader Kevin McCarthy, who told Laura Ingraham on The Ingraham Angle that Republicans should not ""be silent about this"".Trump and several co-conspirators repeatedly sought to overturn the results of the election. The Department of Justice investigation into these attempts focused on the implementation of the Trump fake electors plot, in which Trump and his allies would draft allegedly fraudulent certificates of ascertainment affirming Trump as the winner. The effort to write these documents and persuade Republican officials to sign them was performed by Trump's lawyers, including Giuliani and John Eastman, who claimed that irregularities in the election had occurred and proposed that an ""alternate"" slate of electors should be established while they gathered evidence. Although dozens of these electors were installed and affirmed Trump as the winner, the seven state legislatures targeted in the plot—Arizona, Georgia, Michigan, Nevada, New Mexico, Pennsylvania, and Wisconsin—certified Biden's victory, although Pennsylvania and New Mexico agreed to consider Trump the winner if he succeeded in the many lawsuits challenging the election. The scheme involved sending the fake electoral slates to vice president Mike Pence, pressuring him to count the fake votes. Alternatively, Trump allies posited that Pence could consider the election ""defective"" under the Electoral Count Act and allow the House of Representatives to decide the outcome.During the two months following the election, Trump made multiple phone calls to Republican officials in states that had narrowly been won by Biden, asking them to reverse the results and give the victory to him. One such call was to Georgia secretary of state Brad Raffensperger, asking him to ""find 11,780 votes"". Raffensperger recorded the call and subsequently released it to the public. Both Trump and Giuliani called Rusty Bowers, the speaker of the Arizona House of Representatives, asking him to look into claims of fraud, but he declined to do so without evidence. John Eastman also called Bowers on January 4 asking him to undo the state's certification of Biden's win, but he refused. Trump and his attorneys, as well as Republican members of Congress, also called or met with state officials in Michigan and Pennsylvania, urging them to report that Trump had actually won their states."
